time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-04T16:06:39.080Z,-5.2751,153.5403,35,4.7,mb,,88,1.744,1.04,us,us1000eihq,2018-06-11T16:51:45.040Z,"105km SSE of Taron, Papua New Guinea",earthquake,9.9,2,0.074,55,reviewed,us,us
2018-06-04T16:06:19.370Z,36.5547,142.1138,24.3,4.6,mb,,138,1.684,0.46,us,us1000elap,2018-06-11T15:33:07.040Z,"122km ESE of Iwaki, Japan",earthquake,5.1,6.7,0.273,4,reviewed,us,us
2018-06-04T15:56:53.450Z,-52.599,27.9419,10,4.8,mb,,66,19.346,0.36,us,us1000eihg,2018-06-11T14:45:28.040Z,"South of Africa",earthquake,12.1,1.9,0.111,25,reviewed,us,us
2018-06-04T15:06:45.590Z,13.3914,-92.2141,10,5.1,mww,,68,1.234,1.11,us,us1000eigv,2018-06-11T14:37:53.645Z,"105km SSW of Champerico, Guatemala",earthquake,7.1,1.6,0.048,42,reviewed,us,us
2018-06-04T14:31:55.580Z,-24.4938,-67.0598,163.94,4.5,mb,,36,1.845,0.98,us,us1000eigp,2018-06-11T14:04:13.040Z,"81km WSW of San Antonio de los Cobres, Argentina",earthquake,8.6,10.1,0.15,13,reviewed,us,us
2018-06-04T06:31:32.500Z,-5.1323,102.6904,35.2,4.9,mb,,68,0.811,1.19,us,us1000eid7,2018-06-04T07:43:03.624Z,"119km W of Kuripan, Indonesia",earthquake,6.4,7.2,0.067,71,reviewed,us,us
2018-06-04T01:50:48.690Z,19.4108333,-155.2823333,0.59,5.4,mw,35,26,0.006994,0.1,hv,hv70228857,2018-06-11T01:27:23.040Z,"5km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.1,,14,reviewed,hv,hv
2018-06-04T01:33:22.170Z,-6.9779,156.1395,69.92,4.8,mb,,58,4.492,1.43,us,us1000eib5,2018-06-11T01:11:21.040Z,"59km SW of Chirovanga, Solomon Islands",earthquake,8.5,6.8,0.073,58,reviewed,us,us
2018-06-04T00:44:29.020Z,-55.5026,-26.6521,10,4.6,mb,,81,5.806,0.81,us,us1000ela7,2018-06-12T02:51:13.040Z,"137km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.7,1.9,0.114,23,reviewed,us,us
2018-06-04T00:37:39.340Z,-55.6185,-26.6398,10,4.6,mb,,131,5.831,0.36,us,us1000ela6,2018-06-11T23:48:25.040Z,"125km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.1,1.7,0.141,15,reviewed,us,us
2018-06-03T23:34:24.570Z,-8.984,-74.9774,42.75,4.9,mb,,105,2.57,0.77,us,us1000ei8p,2018-06-11T21:57:09.951Z,"59km SSW of Campoverde, Peru",earthquake,7.4,6.9,0.035,253,reviewed,us,us
2018-06-03T21:16:48.860Z,-8.6887,118.3078,130.7,4.6,mb,,77,3.885,1.1,us,us1000ei4w,2018-06-03T21:31:03.040Z,"15km S of Npongge, Indonesia",earthquake,7.8,9.6,0.114,23,reviewed,us,us
2018-06-03T14:18:57.240Z,-65.1996,178.8131,9.88,4.6,mb,,223,13.221,0.35,us,us1000ekhi,2018-06-10T13:44:21.040Z,"250km NNW of Scott Island Bank, Antarctica",earthquake,23.3,7.6,0.207,7,reviewed,us,us
2018-06-03T12:43:19.520Z,13.2674,145.5406,35,4.8,mb,,64,0.728,1.11,us,us1000ehvi,2018-06-16T08:55:24.946Z,"76km ESE of Yigo Village, Guam",earthquake,6.9,2,0.063,79,reviewed,us,us
2018-06-03T10:53:06.640Z,8.6445,126.4238,56.96,4.5,mb,,72,1.774,0.99,us,us1000ehty,2018-06-16T08:56:41.040Z,"21km SE of Marihatag, Philippines",earthquake,7,7.8,0.062,77,reviewed,us,us
2018-06-03T09:21:38.500Z,-16.1149,-172.888,35,4.6,mb,,83,2.441,1.14,us,us1000eht9,2018-06-16T09:01:48.040Z,"94km ESE of Hihifo, Tonga",earthquake,9,2,0.056,96,reviewed,us,us
2018-06-03T09:13:21.510Z,18.9965,-69.6349,83.97,4.7,mb,,29,1.281,0.92,us,us1000ehsg,2018-06-21T01:59:33.410Z,"13km ENE of Gonzalo, Dominican Republic",earthquake,6,7.2,0.04,186,reviewed,us,us
2018-06-03T08:17:40.290Z,-10.2421,161.508,83.94,4.5,mb,,108,1.732,0.79,us,us1000ekhb,2018-06-22T12:14:37.040Z,"50km WNW of Kirakira, Solomon Islands",earthquake,10.6,8.2,0.106,26,reviewed,us,us
2018-06-03T08:10:10.450Z,-21.8857,-68.7371,105.86,4.5,mwr,,30,0.477,1.32,us,us1000ehrh,2018-06-22T11:49:21.040Z,"67km NNE of Calama, Chile",earthquake,6.1,4.4,0.048,42,reviewed,us,us
2018-06-03T06:26:33.050Z,4.4862,126.745,54.87,4.8,mb,,111,2.816,0.83,us,us1000ehqe,2018-06-21T12:51:43.040Z,"174km SE of Sarangani, Philippines",earthquake,7.2,7,0.046,144,reviewed,us,us
2018-06-03T06:13:42.940Z,-12.854,45.5887,10,5,mb,,33,5.888,0.59,us,us1000ehqc,2018-06-21T12:44:48.521Z,"33km E of Pamandzi, Mayotte",earthquake,7.6,1.6,0.052,119,reviewed,us,us
2018-06-03T04:13:27.240Z,-7.3442,128.4511,162.91,4.6,mb,,34,2.893,0.7,us,us1000ehnz,2018-06-08T02:21:35.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8,8.1,0.067,67,reviewed,us,us
2018-06-03T03:25:48.600Z,-12.8405,45.6995,10,4.6,mb,,52,5.874,0.7,us,us1000ehng,2018-06-08T02:15:54.040Z,"45km E of Pamandzi, Mayotte",earthquake,9.7,1.9,0.088,38,reviewed,us,us
2018-06-03T03:00:16.680Z,0.9549,-26.5562,10,5.1,mb,,46,11.509,0.81,us,us1000ehna,2018-06-08T01:46:01.040Z,"Central Mid-Atlantic Ridge",earthquake,5.5,1.8,0.044,164,reviewed,us,us
2018-06-03T02:36:52.710Z,-12.8557,45.6973,10,4.5,mb,,81,6.301,1.48,us,us1000ekh3,2018-06-11T04:03:07.040Z,"45km E of Pamandzi, Mayotte",earthquake,10.3,2,0.204,7,reviewed,us,us
2018-06-03T02:19:24.570Z,29.9283,141.6178,10,4.5,mb,,135,2.866,1.23,us,us1000ekh5,2018-06-11T04:16:22.040Z,"Izu Islands, Japan region",earthquake,8.2,1.9,0.243,5,reviewed,us,us
2018-06-03T01:57:35.150Z,-12.9569,45.3973,10,4.6,mb,,119,5.841,0.57,us,us1000ekha,2018-06-11T04:21:04.040Z,"21km SE of Pamandzi, Mayotte",earthquake,11.9,1.9,0.314,3,reviewed,us,us
2018-06-03T00:48:09.950Z,-19.4574,-173.7509,13,5.7,mww,,36,12.838,0.85,us,us1000ehmb,2018-06-27T05:49:33.393Z,"73km ENE of Pangai, Tonga",earthquake,10.9,1.7,0.061,26,reviewed,us,us
2018-06-02T21:26:07.670Z,4.5514,126.67,21.41,4.5,mb,,114,2.727,0.86,us,us1000ehke,2018-06-27T03:56:37.040Z,"163km SE of Sarangani, Philippines",earthquake,8.2,6.2,0.086,40,reviewed,us,us
2018-06-02T21:17:38.890Z,-4.7923,153.3604,57.7,4.8,mb,,82,1.334,0.66,us,us1000ehjs,2018-06-27T02:15:59.040Z,"51km SE of Taron, Papua New Guinea",earthquake,7.6,6.2,0.087,41,reviewed,us,us
2018-06-02T20:55:55.170Z,4.5762,126.7874,54.97,4.6,mb,,106,2.753,0.55,us,us1000ehjg,2018-06-27T02:31:04.040Z,"172km ESE of Sarangani, Philippines",earthquake,5.1,6.9,0.067,66,reviewed,us,us
2018-06-02T19:58:16.060Z,-20.2656,-70.828,17.03,4.5,mwr,,146,0.654,0.99,us,us1000ehi8,2018-06-27T01:24:05.390Z,"71km W of Iquique, Chile",earthquake,3.5,4.2,0.04,61,reviewed,us,us
2018-06-02T19:33:58.290Z,27.602,139.7217,491.61,4.9,mb,,20,2.247,0.84,us,us1000ehhv,2018-06-27T01:19:55.040Z,"253km WNW of Chichi-shima, Japan",earthquake,9.2,5.9,0.041,183,reviewed,us,us
2018-06-02T17:41:22.090Z,-14.9481,-177.4949,370.41,4.5,mb,,66,5.099,1.07,us,us1000ehfx,2018-06-05T14:56:05.040Z,"101km SE of Sigave, Wallis and Futuna",earthquake,10.6,8.8,0.082,44,reviewed,us,us
2018-06-02T17:39:24.090Z,-13.0156,45.3523,10,4.6,mb,,54,6.234,0.71,us,us1000ehg0,2018-06-05T14:32:39.040Z,"21km SE of Bandrele, Mayotte",earthquake,10.6,1.9,0.07,63,reviewed,us,us
2018-06-02T17:11:36.880Z,4.5381,126.667,63.18,4.7,mb,,92,2.738,0.72,us,us1000ehff,2018-06-05T14:13:08.040Z,"164km SE of Sarangani, Philippines",earthquake,7.8,5.5,0.05,120,reviewed,us,us
2018-06-02T16:29:01.780Z,4.5744,126.6861,40.93,5.7,mww,,75,3.837,0.97,us,us1000ehes,2018-06-02T18:36:42.724Z,"163km SE of Sarangani, Philippines",earthquake,9.4,8,0.071,19,reviewed,us,us
2018-06-02T13:03:18.660Z,-14.8912,-173.149,10,5.3,mww,,90,1.649,0.73,us,us1000ehdf,2018-06-02T16:19:59.040Z,"133km NNE of Hihifo, Tonga",earthquake,8.2,1.9,0.071,19,reviewed,us,us
2018-06-02T11:53:09.810Z,-15.0556,-172.9372,31.35,5.8,mww,,54,4.926,1.43,us,us1000ehd9,2018-06-16T09:44:03.862Z,"131km NE of Hihifo, Tonga",earthquake,10.1,4,0.059,28,reviewed,us,us
2018-06-02T11:23:23.560Z,-20.4868,-177.7567,515.86,4.8,mb,,84,4.809,1.16,us,us1000ehd2,2018-06-16T09:47:27.040Z,"100km E of Ndoi Island, Fiji",earthquake,11.6,6.1,0.061,84,reviewed,us,us
2018-06-02T10:25:34.340Z,43.8533,148.1693,10,4.6,mb,,136,4.033,0.48,us,us1000ehcf,2018-06-21T10:03:46.040Z,"116km E of Shikotan, Russia",earthquake,5.5,1.9,0.038,211,reviewed,us,us
2018-06-02T09:48:09.140Z,43.9796,147.9844,15,5.4,mww,,67,3.889,0.51,us,us1000ehc2,2018-06-21T10:02:13.200Z,"103km ENE of Shikotan, Russia",earthquake,7.8,1.8,0.052,35,reviewed,us,us
2018-06-02T09:12:45.830Z,18.6671,145.6111,200.56,4.6,mb,,94,3.411,0.57,us,us1000ehbx,2018-06-21T09:31:39.040Z,"12km SSW of Agrihan, Northern Mariana Islands",earthquake,10.1,7.5,0.032,293,reviewed,us,us
2018-06-02T08:45:40.580Z,39.4773,71.9032,10,4.5,mwr,,44,0.076,0.97,us,us1000ehbq,2018-06-27T11:50:44.040Z,"42km NE of Karakenja, Tajikistan",earthquake,4.8,1.8,0.065,23,reviewed,us,us
2018-06-02T07:42:25.990Z,-12.8683,45.6441,10,4.7,mb,,81,5.861,1.13,us,us1000ehb6,2018-06-27T11:39:58.011Z,"40km ESE of Pamandzi, Mayotte",earthquake,9.2,1.9,0.124,20,reviewed,us,us
2018-06-02T06:17:19.850Z,-38.2459,-73.7068,26.17,5.2,mww,,124,0.597,0.9,us,us1000ehan,2018-06-27T11:33:25.083Z,"56km SSW of Canete, Chile",earthquake,6.4,3.3,0.057,30,reviewed,us,us
2018-06-02T05:46:07.890Z,27.1804,97.0125,46.04,4.9,mww,,35,3.823,0.54,us,us1000ehai,2018-06-27T10:00:28.626Z,"116km SE of Tezu, India",earthquake,7.3,6.4,0.103,9,reviewed,us,us
2018-06-02T04:48:00.410Z,-21.9206,170.7842,129.19,4.5,mb,,181,3.167,0.7,us,us1000ekdc,2018-06-08T01:21:26.040Z,"140km WNW of Ile Hunter, New Caledonia",earthquake,13.8,7.5,0.163,11,reviewed,us,us
2018-06-02T02:40:47.880Z,-61.9391,160.7034,10,4.5,mb,,153,7.518,0.96,us,us1000ekd1,2018-06-24T04:20:14.040Z,"Balleny Islands region",earthquake,14,2,0.151,13,reviewed,us,us
2018-06-02T00:32:54.000Z,-15.9112,-172.3946,35,4.5,mb,,120,3.93,0.49,us,us1000ekcz,2018-06-11T03:57:13.040Z,"145km E of Hihifo, Tonga",earthquake,15.4,2,0.151,13,reviewed,us,us
2018-06-01T23:37:15.130Z,19.4005,-155.2813333,0.44,5.4,mw,13,78,0.008875,0.07,hv,hv70219637,2018-06-11T05:34:00.040Z,"5km SW of Volcano, Hawaii",volcanic eruption,0.21,0.35,,19,reviewed,hv,hv
2018-06-01T20:32:54.560Z,-9.1897,153.5589,13.76,4.8,mb,,33,5.155,0.61,us,us1000eh1a,2018-06-02T13:41:24.040Z,"93km E of Kulumadau, Papua New Guinea",earthquake,8.2,1.2,0.063,77,reviewed,us,us
2018-06-01T18:31:40.360Z,-6.6148,155.2445,85.74,4.5,mb,,98,3.899,0.52,us,us1000egxr,2018-06-02T14:51:57.040Z,"42km SW of Panguna, Papua New Guinea",earthquake,9,7.6,0.052,109,reviewed,us,us
2018-06-01T17:20:32.340Z,-15.1492,-173.397,28.67,4.6,mb,,111,1.994,1.33,us,us1000egv6,2018-06-02T16:40:24.040Z,"96km NNE of Hihifo, Tonga",earthquake,9.4,5.9,0.061,79,reviewed,us,us
2018-06-01T17:00:38.590Z,-20.056,-175.3369,99.17,4.9,mb,,92,5.193,1.38,us,us1000egua,2018-06-02T16:49:10.040Z,"107km WSW of Pangai, Tonga",earthquake,10.5,5.8,0.078,51,reviewed,us,us
2018-06-01T16:42:26.920Z,-5.7545,142.4155,10,4.8,mb,,74,8.185,0.45,us,us1000egt8,2018-06-01T19:15:36.040Z,"92km WSW of Porgera, Papua New Guinea",earthquake,9.2,1.9,0.056,100,reviewed,us,us
2018-06-01T13:31:18.820Z,9.3713,125.6153,72.04,4.5,mb,,103,2.287,0.85,us,us1000egk7,2018-06-16T08:08:51.272Z,"9km NE of Bangonay, Philippines",earthquake,10.9,7.7,0.084,42,reviewed,us,us
2018-06-01T10:47:50.030Z,11.6766,143.3129,27.36,5.1,mb,,54,2.432,0.61,us,us1000eges,2018-06-01T11:03:26.040Z,"229km SW of Merizo Village, Guam",earthquake,8.6,4.7,0.058,98,reviewed,us,us
2018-06-01T10:21:38.700Z,7.3022,123.7386,570.48,5.2,mb,,49,1.84,0.87,us,us1000egdu,2018-06-02T16:43:18.040Z,"32km W of Litayan, Philippines",earthquake,9.9,6.5,0.069,69,reviewed,us,us
2018-06-01T10:06:47.410Z,17.1452,145.9312,191.82,4.7,mb,,77,1.898,0.78,us,us1000egdk,2018-06-01T10:26:17.040Z,"91km NNE of Anatahan, Northern Mariana Islands",earthquake,8.4,5,0.031,306,reviewed,us,us
2018-06-01T08:28:20.400Z,-12.7835,45.7277,10,4.6,mb,,48,6.365,0.79,us,us1000egbj,2018-06-27T08:03:30.040Z,"48km E of Pamandzi, Mayotte",earthquake,3.9,1.9,0.097,32,reviewed,us,us
2018-06-01T07:34:13.730Z,-34.945,-71.6823,49.13,4.5,mb,,108,0.213,0.62,us,us1000egac,2018-06-27T07:47:24.013Z,"41km W of Curico, Chile",earthquake,4.9,1.9,0.14,15,reviewed,us,us
2018-06-01T07:16:00.470Z,-5.2746,132.3625,38.9,4.7,mb,,92,2.342,0.47,us,us1000ega4,2018-06-27T07:40:56.040Z,"61km NW of Tual, Indonesia",earthquake,7.4,7.1,0.07,62,reviewed,us,us
2018-06-01T07:14:40.700Z,-12.8754,45.5735,10,4.7,mb,,81,5.872,1.22,us,us1000ejlh,2018-06-27T07:38:27.645Z,"32km ESE of Pamandzi, Mayotte",earthquake,10.2,1.9,0.115,23,reviewed,us,us
2018-06-01T06:25:53.600Z,-30.1223,-179.2094,329.77,4.5,mb,,106,1.416,1.08,us,us1000eg8v,2018-06-27T12:07:55.040Z,"148km NNW of L'Esperance Rock, New Zealand",earthquake,12.5,6.6,0.115,22,reviewed,us,us
2018-06-01T06:17:00.820Z,-12.8769,45.6292,10,4.5,mb,,81,5.856,1.19,us,us1000ejlc,2018-06-27T07:20:15.040Z,"38km ESE of Pamandzi, Mayotte",earthquake,10.5,1.9,0.128,18,reviewed,us,us
2018-06-01T05:44:11.580Z,-12.787,45.6429,10,4.8,mb,,58,5.939,1.05,us,us1000ei55,2018-06-27T07:17:10.823Z,"39km E of Pamandzi, Mayotte",earthquake,3.9,1.9,0.1,31,reviewed,us,us
2018-06-01T04:52:30.860Z,-33.0634,-179.4018,10,5.6,mww,,59,4.01,1.07,us,us1000eg6j,2018-06-02T16:43:44.040Z,"186km SSW of L'Esperance Rock, New Zealand",earthquake,8.8,1.8,0.073,18,reviewed,us,us
2018-06-01T03:24:10.820Z,-12.9265,45.7963,10,4.7,mb,,88,6.211,0.56,us,us1000eg4x,2018-06-03T21:40:23.626Z,"57km ESE of Pamandzi, Mayotte",earthquake,3.8,1.9,0.076,53,reviewed,us,us
2018-06-01T02:23:01.770Z,-5.9749,130.4294,111.49,5.1,mb,,88,2.173,0.66,us,us1000eg3q,2018-06-01T02:40:46.040Z,"239km NNW of Saumlaki, Indonesia",earthquake,7.5,4.1,0.08,51,reviewed,us,us
2018-06-01T01:59:35.590Z,-32.2927,-179.1417,96.97,5.3,mb,,126,5.659,1.34,us,us1000eg37,2018-06-01T02:47:45.040Z,"98km SSW of L'Esperance Rock, New Zealand",earthquake,15.5,6.6,0.126,21,reviewed,us,us
2018-05-31T22:51:17.880Z,-22.3254,-175.9306,106.65,4.5,mb,,138,6.482,0.88,us,us1000eg0x,2018-06-10T01:15:51.040Z,"145km SSW of Vaini, Tonga",earthquake,8.7,10.8,0.077,49,reviewed,us,us
2018-05-31T21:22:23.930Z,54.3803,168.7368,34.52,4.5,mb,,127,3.6,0.59,us,us1000efx6,2018-06-11T22:03:36.040Z,"198km ESE of Nikol'skoye, Russia",earthquake,9.8,5.6,0.042,164,reviewed,us,us
2018-05-31T19:48:44.590Z,-24.3535,-179.7911,497,4.5,mb,,114,6.876,0.74,us,us1000ej3d,2018-06-18T23:12:29.040Z,"South of the Fiji Islands",earthquake,12.7,7.9,0.107,26,reviewed,us,us
2018-05-31T19:46:31.230Z,-18.9626,169.5615,271.18,4.5,mb,,118,2.833,0.59,us,us1000efua,2018-06-18T20:43:30.040Z,"72km NNE of Isangel, Vanuatu",earthquake,11.5,2.3,0.064,71,reviewed,us,us
2018-05-31T19:15:48.770Z,-24.1653,-179.329,472.92,4.6,mb,,78,6.84,0.71,us,us1000ej3c,2018-06-18T22:04:09.040Z,"South of the Fiji Islands",earthquake,14.6,8.7,0.089,38,reviewed,us,us
2018-05-31T18:26:33.640Z,1.5404,127.1274,112.94,4.7,mb,,97,5.054,0.83,us,us1000efrt,2018-06-18T19:43:32.040Z,"87km NNW of Kota Ternate, Indonesia",earthquake,9.3,7.4,0.068,65,reviewed,us,us
2018-05-31T15:44:20.730Z,4.3003,126.6083,1.99,4.7,mb,,94,2.935,0.85,us,us1000efln,2018-06-01T15:08:22.040Z,"176km SE of Sarangani, Philippines",earthquake,7.6,4.7,0.053,107,reviewed,us,us
